"Crop","State","Season","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Area-2025-26","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Production-2025-26","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25","Yield-2025-26"
"Other Pulses","Nagaland","Kharif","0.13","0.17","0.16","0.17","","0.16","0.21","0.20","0.22","","1181.00","1205.00","1235.00","1250.00",""
"Other Pulses","Nagaland","Rabi","0.11","0.13","0.14","0.14","","0.13","0.16","0.16","0.17","","1181.00","1178.00","1207.00","1198.00",""
"Other Pulses","Nagaland","Total","0.24","0.30","0.30","0.32","","0.29","0.36","0.37","0.39","","1181.00","1193.00","1222.00","1227.00",""
"Other Pulses","Odisha","Kharif","1.74","1.62","2.02","1.67","1.60","0.89","0.87","1.05","1.21","0.98","515.00","536.00","519.00","723.00","608.00"
"Other Pulses","Odisha","Rabi","1.83","1.63","1.63","1.67","","1.08","0.99","0.99","1.33","","591.00","607.00","607.00","796.00",""
"Other Pulses","Odisha","Total","3.56","3.25","3.66","3.34","1.60","1.97","1.86","2.04","2.54","0.98","554.00","571.00","558.00","760.00","608.00"
"Other Pulses","Puducherry","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1000.00","750.00","917.00","900.00",""
"Other Pulses","Puducherry","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1000.00","802.00","900.00","900.00",""
"Other Pulses","Puducherry","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1000.00","801.00","901.00","900.00",""
"Other Pulses","Punjab","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Other Pulses","Punjab","Rabi","0.03","0.03","0.00","0.00","","0.04","0.03","0.00","0.00","","1375.00","1041.00","1250.00","1645.00",""
"Other Pulses","Punjab","Total","0.03","0.03","0.00","0.00","","0.04","0.03","0.00","0.00","","1375.00","1041.00","1250.00","1645.00",""
"Other Pulses","Rajasthan","Kharif","11.30","8.62","9.83","9.96","9.69","2.39","4.29","3.75","4.97","4.83","212.00","498.00","381.00","499.00","498.00"
"Other Pulses","Rajasthan","Rabi","0.16","0.15","0.14","0.13","","0.38","0.30","0.36","0.42","","2321.00","2008.00","2545.00","3361.00",""
"Other Pulses","Rajasthan","Total","11.46","8.77","9.97","10.09","9.69","2.77","4.59","4.10","5.39","4.83","242.00","524.00","412.00","534.00","498.00"
"Other Pulses","Sikkim","Kharif","0.00","","0.04","0.04","","0.00","","0.04","0.04","","0.00","","986.00","986.00",""
"Other Pulses","Sikkim","Rabi","0.02","0.02","","","","0.02","0.02","","","","998.00","998.00","","",""
"Other Pulses","Sikkim","Total","0.02","0.02","0.04","0.04","","0.02","0.02","0.04","0.04","","998.00","998.00","986.00","986.00",""
"Other Pulses","Tamil Nadu","Kharif","0.75","0.75","0.72","0.69","0.60","0.53","0.54","0.49","0.41","0.41","704.00","730.00","680.00","597.00","686.00"
"Other Pulses","Tamil Nadu","Rabi","1.03","1.06","1.20","1.12","","0.66","0.72","0.74","0.75","","641.00","678.00","615.00","665.00",""
"Other Pulses","Tamil Nadu","Total","1.78","1.81","1.92","1.82","0.60","1.19","1.26","1.23","1.16","0.41","668.00","700.00","639.00","639.00","686.00"
"Other Pulses","Telangana","Kharif","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.00","1000.00","730.00","683.00","1004.00","714.00"
"Other Pulses","Telangana","Rabi","0.11","0.03","0.04","0.04","","0.08","0.03","0.04","0.07","","727.00","902.00","1098.00","1597.00",""
"Other Pulses","Telangana","Total","0.12","0.04","0.05","0.05","0.01","0.09","0.03","0.05","0.08","0.00","750.00","859.00","1015.00","1490.00","714.00"
"Other Pulses","Tripura","Kharif","0.04","0.04","0.04","0.04","","0.03","0.03","0.03","0.03","","792.00","830.00","830.00","844.00",""
"Other Pulses","Tripura","Rabi","0.05","0.05","0.05","0.06","","0.04","0.04","0.04","0.05","","866.00","941.00","941.00","939.00",""
"Other Pulses","Tripura","Total","0.08","0.08","0.08","0.09","","0.07","0.07","0.07","0.08","","832.00","893.00","893.00","899.00",""
"Other Pulses","Uttar Pradesh","Kharif","","","","","","","","","","","","","","",""
"Other Pulses","Uttar Pradesh","Rabi","3.91","4.62","4.68","3.21","","6.35","7.16","7.85","5.36","","1624.00","1549.00","1678.00","1670.00",""
"Other Pulses","Uttar Pradesh","Total","3.91","4.62","4.68","3.21","","6.35","7.16","7.85","5.36","","1624.00","1549.00","1678.00","1670.00",""
"Other Pulses","Uttarakhand","Kharif","0.27","0.27","0.25","0.26","0.26","0.31","0.28","0.26","0.27","0.25","1148.00","1034.00","1006.00","1038.00","951.00"
"Other Pulses","Uttarakhand","Rabi","0.06","0.09","0.05","0.02","","0.05","0.08","0.05","0.01","","833.00","942.00","964.00","821.00",""
"Other Pulses","Uttarakhand","Total","0.33","0.36","0.30","0.27","0.26","0.36","0.36","0.30","0.28","0.25","1091.00","1011.00","999.00","1024.00","951.00"
"Other Pulses","West Bengal","Kharif","0.01","0.01","0.01","0.01","","0.01","0.00","0.00","0.00","","662.00","687.00","683.00","649.00",""
"Other Pulses","West Bengal","Rabi","1.08","1.10","1.08","0.99","","1.14","1.35","1.29","1.17","","1060.00","1237.00","1191.00","1184.00",""
"Other Pulses","West Bengal","Total","1.09","1.10","1.09","1.00","","1.15","1.36","1.30","1.18","","1057.00","1233.00","1188.00","1181.00",""
"Other Pulses","Others","Kharif","","","","","0.49","","","","","0.43","","","","","872.00"
"Other Pulses","Others","Total","","","","","0.49","","","","","0.43","","","","","872.00"
"Other Pulses","All India","Kharif","17.51","14.42","16.40","16.75","15.32","6.69","8.24","7.99","9.93","8.90","382.00","571.00","487.00","593.00","581.00"
"Other Pulses","All India","Rabi","17.44","17.34","16.82","18.33","","16.58","17.90","17.78","18.11","","951.00","1032.00","1057.00","988.00",""
"Other Pulses","All India","Total","34.95","31.77","33.22","35.08","15.32","23.27","26.14","25.77","28.04","8.90","666.00","823.00","776.00","799.00","581.00"
"Total Pulses","Andaman And Nicobar Islands","Kharif","0.00","0.00","0.00","","","0.00","0.00","0.00","","","100.00","360.00","810.00","",""
"Total Pulses","Andaman And Nicobar Islands","Rabi","0.01","0.00","0.01","0.01","","0.00","0.00","0.00","0.00","","407.00","370.00","359.00","347.00",""
"Total Pulses","Andaman And Nicobar Islands","Total","0.01","0.01","0.01","0.01","","0.00","0.00","0.00","0.00","","406.00","364.00","359.00","347.00",""
"Total Pulses","Andhra Pradesh","Kharif","3.07","2.87","2.77","4.21","3.34","1.09","1.14","1.36","2.15","1.52","355.00","397.00","491.00","510.00","455.00"
"Total Pulses","Andhra Pradesh","Rabi","9.20","7.45","6.64","7.17","","9.45","9.62","6.87","7.81","","1028.00","1291.00","1035.00","1090.00",""
"Total Pulses","Andhra Pradesh","Total","12.27","10.32","9.41","11.38","3.34","10.54","10.76","8.23","9.96","1.52","859.00","1042.00","874.00","875.00","455.00"
"Total Pulses","Arunachal Pradesh","Kharif","0.07","0.07","0.06","0.08","","0.06","0.07","0.06","0.07","","961.00","967.00","959.00","966.00",""
"Total Pulses","Arunachal Pradesh","Rabi","0.07","0.07","0.08","0.06","","0.08","0.09","0.09","0.08","","1177.00","1279.00","1171.00","1217.00",""
"Total Pulses","Arunachal Pradesh","Total","0.14","0.14","0.14","0.14","","0.15","0.15","0.15","0.15","","1071.00","1124.00","1078.00","1079.00",""
"Total Pulses","Assam","Kharif","0.06","0.06","0.64","0.06","0.66","0.05","0.05","0.43","0.05","0.46","858.00","865.00","677.00","865.00","697.00"
"Total Pulses","Assam","Rabi","1.39","1.38","1.39","1.41","","1.06","1.06","1.12","1.13","","763.00","770.00","802.00","803.00",""
"Total Pulses","Assam","Summer","","","0.17","0.24","","","","0.13","0.19","","","","759.00","808.00",""
"Total Pulses","Assam","Total","1.44","1.44","2.20","1.71","0.66","1.11","1.11","1.68","1.38","0.46","767.00","774.00","763.00","806.00","697.00"
"Total Pulses","Bihar","Kharif","0.35","0.33","0.34","0.36","0.34","0.39","0.41","0.41","0.37","0.30","1121.00","1244.00","1217.00","1041.00","885.00"
"Total Pulses","Bihar","Rabi","4.00","2.40","2.75","2.49","","3.49","2.47","2.45","2.59","","871.00","1029.00","890.00","1039.00",""
"Total Pulses","Bihar","Summer","","1.61","1.59","1.60","","","1.26","1.13","0.95","","","783.00","708.00","595.00",""
"Total Pulses","Bihar","Total","4.35","4.34","4.68","4.45","0.34","3.88","4.14","3.99","3.91","0.30","891.00","954.00","852.00","879.00","885.00"
"Total Pulses","Chandigarh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Chandigarh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Chandigarh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Chhattisgarh","Kharif","1.38","1.33","1.19","1.14","1.18","0.61","0.62","0.53","0.50","0.53","442.00","470.00","446.00","443.00","449.00"
"Total Pulses","Chhattisgarh","Rabi","5.19","4.93","4.26","4.15","","3.26","4.12","3.12","3.51","","628.00","836.00","733.00","846.00",""
"Total Pulses","Chhattisgarh","Total","6.57","6.26","5.45","5.28","1.18","3.87","4.75","3.65","4.01","0.53","589.00","759.00","670.00","759.00","449.00"
"Total Pulses","Dadra And Nagar Haveli","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Dadra And Nagar Haveli","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Dadra And Nagar Haveli","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Daman And Diu","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Daman And Diu","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Delhi","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Delhi","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2000.00","2000.00","2000.00","2000.00",""
"Total Pulses","Delhi","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2000.00","2000.00","2000.00","2000.00",""
"Total Pulses","Goa","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Goa","Rabi","0.04","0.04","0.04","0.04","","0.03","0.03","0.04","0.04","","798.00","886.00","986.00","924.00",""
"Total Pulses","Goa","Total","0.04","0.04","0.04","0.04","","0.03","0.03","0.04","0.04","","798.00","886.00","986.00","924.00",""
"Total Pulses","Gujarat","Kharif","5.20","4.36","3.90","3.09","3.94","4.34","3.98","3.66","2.86","4.01","835.00","911.00","939.00","924.00","1015.00"
"Total Pulses","Gujarat","Rabi","12.42","8.07","6.68","9.22","","22.67","13.15","10.96","16.23","","1825.00","1630.00","1640.00","1761.00",""
"Total Pulses","Gujarat","Summer","","0.68","0.67","0.89","","","0.80","0.86","1.13","","","1190.00","1276.00","1265.00",""
"Total Pulses","Gujarat","Total","17.62","13.10","11.25","13.20","3.94","27.01","17.93","15.47","20.22","4.01","1533.00","1368.00","1375.00","1532.00","1015.00"
"Total Pulses","Haryana","Kharif","0.82","0.32","0.28","0.42","0.56","0.55","0.16","0.19","0.38","0.41","667.00","504.00","684.00","901.00","725.00"
"Total Pulses","Haryana","Rabi","0.43","0.32","0.13","0.22","","0.51","0.30","0.13","0.36","","1188.00","937.00","1055.00","1598.00",""
"Total Pulses","Haryana","Summer","","0.45","0.06","0.09","","","0.34","0.05","0.08","","","749.00","780.00","936.00",""
"Total Pulses","Haryana","Total","1.25","1.09","0.47","0.74","0.56","1.06","0.80","0.37","0.82","0.41","847.00","732.00","796.00","1117.00","725.00"
"Total Pulses","Himachal Pradesh","Kharif","0.28","0.15","0.16","0.17","0.15","0.47","0.16","0.16","0.20","0.15","1651.00","1060.00","1050.00","1206.00","1013.00"
"Total Pulses","Himachal Pradesh","Rabi","0.12","0.13","0.14","0.13","","0.29","0.32","0.33","0.32","","2410.00","2398.00","2395.00","2399.00",""
"Total Pulses","Himachal Pradesh","Total","0.40","0.29","0.29","0.30","0.15","0.75","0.49","0.49","0.52","0.15","1876.00","1686.00","1678.00","1739.00","1013.00"
"Total Pulses","Jammu And Kashmir","Kharif","0.13","0.17","0.31","0.31","","0.08","0.09","0.13","0.14","","626.00","514.00","430.00","440.00",""
"Total Pulses","Jammu And Kashmir","Rabi","0.02","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","750.00","816.00","814.00","814.00",""
"Total Pulses","Jammu And Kashmir","Total","0.15","0.18","0.32","0.32","","0.10","0.10","0.14","0.15","","639.00","532.00","443.00","453.00",""
"Total Pulses","Jharkhand","Kharif","4.45","3.49","3.43","4.11","2.79","4.48","3.48","3.57","4.20","2.83","1007.00","999.00","1040.00","1023.00","1014.00"
"Total Pulses","Jharkhand","Rabi","4.10","3.79","3.66","4.88","","4.50","4.13","4.07","5.43","","1097.00","1089.00","1114.00","1113.00",""
"Total Pulses","Jharkhand","Total","8.55","7.28","7.09","8.99","2.79","8.98","7.61","7.64","9.63","2.83","1050.00","1046.00","1078.00","1072.00","1014.00"
"Total Pulses","Karnataka","Kharif","23.02","18.78","18.46","25.86","20.30","13.80","11.25","12.12","13.97","12.00","600.00","599.00","656.00","540.00","591.00"
"Total Pulses","Karnataka","Rabi","8.85","9.48","7.63","8.22","","5.91","6.31","4.57","4.90","","668.00","666.00","599.00","596.00",""
"Total Pulses","Karnataka","Total","31.87","28.26","26.09","34.08","20.30","19.72","17.57","16.69","18.87","12.00","619.00","622.00","640.00","554.00","591.00"
"Total Pulses","Kerala","Kharif","0.00","0.00","0.01","0.00","0.00","0.00","0.00","0.01","0.00","0.00","1654.00","1655.00","1422.00","1519.00","1470.00"
"Total Pulses","Kerala","Rabi","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","929.00","1075.00","1137.00","621.00",""
"Total Pulses","Kerala","Summer","","0.00","0.00","0.00","","","0.00","0.00","0.00","","","693.00","831.00","766.00",""
"Total Pulses","Kerala","Total","0.01","0.02","0.02","0.01","0.00","0.01","0.02","0.02","0.01","0.00","1022.00","1038.00","1171.00","798.00","1470.00"
"Total Pulses","Ladakh","Kharif","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","900.00","798.00","798.00","848.00",""
"Total Pulses","Ladakh","Rabi","0.00","0.00","0.00","","","0.00","0.00","0.00","","","0.00","977.00","977.00","",""
"Total Pulses","Ladakh","Total","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","900.00","812.00","812.00","848.00",""
"Total Pulses","Lakshadweep","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Lakshadweep","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Pulses","Madhya Pradesh","Kharif","18.49","14.52","9.78","6.19","4.00","10.00","9.19","6.54","3.86","2.58","541.00","633.00","669.00","624.00","644.00"
"Total Pulses","Madhya Pradesh","Rabi","34.96","28.95","29.54","22.49","","46.94","38.70","38.65","29.38","","1343.00","1337.00","1308.00","1306.00",""
"Total Pulses","Madhya Pradesh","Summer","","12.75","11.97","15.71","","","14.78","14.56","19.14","","","1159.00","1216.00","1218.00",""
"Total Pulses","Madhya Pradesh","Total","53.45","56.22","51.29","44.39","4.00","56.95","62.67","59.74","52.38","2.58","1065.00","1115.00","1165.00","1180.00","644.00"
"Total Pulses","Maharashtra","Kharif","22.28","18.84","16.19","19.28","18.57","18.57","13.85","11.16","19.87","17.17","834.00","735.00","689.00","1030.00","925.00"
"Total Pulses","Maharashtra","Rabi","28.65","31.05","27.98","30.36","","31.67","32.49","28.88","30.44","","1105.00","1047.00","1032.00","1002.00",""
"Total Pulses","Maharashtra","Summer","","0.05","0.15","0.23","","","0.01","0.03","0.05","","","211.00","200.00","218.00",""
"Total Pulses","Maharashtra","Total","50.93","49.94","44.32","49.87","18.57","50.24","46.35","40.08","50.35","17.17","986.00","928.00","904.00","1010.00","925.00"
"Total Pulses","Manipur","Kharif","0.05","0.04","0.04","0.03","","0.05","0.04","0.03","0.03","","956.00","986.00","881.00","1002.00",""
"Total Pulses","Manipur","Rabi","0.29","0.28","0.27","0.18","","0.27","0.27","0.27","0.19","","937.00","985.00","982.00","1068.00",""
"Total Pulses","Manipur","Summer","","0.00","0.00","","","","0.00","0.00","","","","1000.00","900.00","",""
"Total Pulses","Manipur","Total","0.33","0.32","0.31","0.21","","0.31","0.32","0.30","0.22","","940.00","985.00","969.00","1058.00",""
"Total Pulses","Meghalaya","Kharif","0.01","0.01","0.01","0.01","","0.02","0.02","0.02","0.02","","1305.00","1305.00","1305.00","1305.00",""
"Total Pulses","Meghalaya","Rabi","0.07","0.07","0.07","0.07","","0.11","0.11","0.11","0.11","","1471.00","1496.00","1496.00","1496.00",""
"Total Pulses","Meghalaya","Total","0.08","0.09","0.09","0.09","","0.12","0.12","0.12","0.12","","1448.00","1468.00","1469.00","1469.00",""
"Total Pulses","Mizoram","Kharif","0.02","0.02","0.01","0.01","","0.03","0.02","0.02","0.01","","1365.00","1177.00","1449.00","735.00",""
"Total Pulses","Mizoram","Rabi","0.02","0.02","0.02","0.01","","0.03","0.02","0.03","0.01","","1463.00","1265.00","1660.00","876.00",""
"Total Pulses","Mizoram","Total","0.04","0.04","0.03","0.02","","0.06","0.05","0.04","0.02","","1415.00","1223.00","1567.00","808.00",""
"Total Pulses","Nagaland","Kharif","0.14","0.18","0.18","0.19","","0.16","0.22","0.22","0.23","","1165.00","1193.00","1220.00","1234.00",""
"Total Pulses","Nagaland","Rabi","0.12","0.14","0.15","0.15","","0.14","0.17","0.17","0.18","","1162.00","1150.00","1178.00","1174.00",""
"Total Pulses","Nagaland","Total","0.26","0.33","0.32","0.34","","0.30","0.39","0.39","0.41","","1164.00","1174.00","1201.00","1207.00",""
"Total Pulses","Odisha","Kharif","4.78","4.86","5.19","2.55","4.93","2.77","2.91","3.11","1.75","3.43","580.00","599.00","599.00","686.00","696.00"
"Total Pulses","Odisha","Rabi","3.92","2.16","2.16","2.65","","2.04","1.36","1.36","2.15","","520.00","628.00","629.00","809.00",""
"Total Pulses","Odisha","Summer","","1.63","2.31","2.63","","","0.69","1.00","1.27","","","422.00","434.00","480.00",""
"Total Pulses","Odisha","Total","8.71","8.65","9.66","7.84","4.93","4.81","4.95","5.47","5.16","3.43","553.00","573.00","566.00","659.00","696.00"
"Total Pulses","Puducherry","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1000.00","952.00","1097.00","1150.00",""
"Total Pulses","Puducherry","Rabi","0.01","0.01","0.01","0.00","","0.01","0.00","0.01","0.00","","474.00","742.00","1010.00","1080.00",""
"Total Pulses","Puducherry","Summer","","0.01","0.00","0.01","","","0.00","0.00","0.00","","","550.00","311.00","147.00",""
"Total Pulses","Puducherry","Total","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","476.00","626.00","716.00","515.00",""
"Total Pulses","Punjab","Kharif","0.05","0.06","0.06","0.06","0.01","0.04","0.05","0.05","0.04","0.01","803.00","768.00","888.00","770.00","854.00"
"Total Pulses","Punjab","Rabi","0.58","0.05","0.02","0.02","","0.72","0.05","0.02","0.02","","1250.00","1034.00","1193.00","1143.00",""
"Total Pulses","Punjab","Summer","","0.21","0.68","0.30","","","0.23","0.62","0.27","","","1080.00","911.00","914.00",""
"Total Pulses","Punjab","Total","0.63","0.32","0.75","0.37","0.01","0.76","0.33","0.69","0.34","0.01","1213.00","1012.00","916.00","903.00","854.00"
"Total Pulses","Rajasthan","Kharif","41.23","35.23","36.47","37.09","36.64","13.08","17.46","13.41","18.43","18.82","317.00","496.00","368.00","497.00","514.00"
"Total Pulses","Rajasthan","Rabi","23.34","19.73","18.17","16.93","","27.45","18.68","19.89","20.81","","1176.00","947.00","1095.00","1229.00",""
"Total Pulses","Rajasthan","Summer","","0.02","0.03","0.04","","","0.03","0.04","0.04","","","1337.00","1320.00","1084.00",""
"Total Pulses","Rajasthan","Total","64.57","54.98","54.67","54.06","36.64","40.53","36.17","33.35","39.28","18.82","628.00","658.00","610.00","727.00","514.00"
"Total Pulses","Sikkim","Kharif","0.03","0.03","0.05","0.05","","0.03","0.03","0.05","0.05","","943.00","944.00","974.00","974.00",""
"Total Pulses","Sikkim","Rabi","0.02","0.02","","","","0.02","0.02","","","","998.00","998.00","","",""
"Total Pulses","Sikkim","Total","0.05","0.05","0.05","0.05","","0.05","0.05","0.05","0.05","","968.00","969.00","974.00","974.00",""
"Total Pulses","Tamil Nadu","Kharif","1.84","1.77","1.66","1.88","1.44","1.51","1.49","1.29","1.14","1.16","816.00","841.00","776.00","604.00","809.00"
"Total Pulses","Tamil Nadu","Rabi","6.18","3.71","3.76","3.77","","3.48","2.38","1.92","1.93","","564.00","641.00","509.00","513.00",""
"Total Pulses","Tamil Nadu","Summer","","2.42","1.75","1.67","","","1.16","0.66","0.56","","","479.00","375.00","337.00",""
"Total Pulses","Tamil Nadu","Total","8.02","7.91","7.17","7.32","1.44","4.99","5.03","3.86","3.63","1.16","622.00","636.00","538.00","496.00","809.00"
"Total Pulses","Telangana","Kharif","3.70","2.69","2.08","2.53","2.33","2.79","2.29","1.66","2.27","1.96","754.00","852.00","796.00","897.00","842.00"
"Total Pulses","Telangana","Rabi","2.24","1.74","1.22","1.00","","2.97","2.68","1.96","1.72","","1325.00","1540.00","1604.00","1709.00",""
"Total Pulses","Telangana","Total","5.94","4.43","3.30","3.54","2.33","5.76","4.97","3.61","3.99","1.96","970.00","1122.00","1094.00","1128.00","842.00"
"Total Pulses","Tripura","Kharif","0.14","0.11","0.11","0.11","","0.11","0.09","0.09","0.09","","747.00","803.00","803.00","812.00",""
"Total Pulses","Tripura","Rabi","0.09","0.09","0.09","0.10","","0.08","0.08","0.08","0.09","","806.00","864.00","864.00","880.00",""
"Total Pulses","Tripura","Summer","","0.00","0.00","0.00","","","0.00","0.00","0.00","","","843.00","843.00","753.00",""
"Total Pulses","Tripura","Total","0.24","0.21","0.21","0.21","","0.18","0.17","0.17","0.18","","770.00","831.00","831.00","843.00",""
"Total Pulses","Uttar Pradesh","Kharif","8.42","9.50","11.78","5.18","6.48","6.24","6.17","8.54","3.71","5.36","741.00","650.00","725.00","716.00","827.00"
"Total Pulses","Uttar Pradesh","Rabi","15.87","16.86","17.27","15.22","","19.95","21.30","21.48","19.69","","1257.00","1264.00","1244.00","1294.00",""
"Total Pulses","Uttar Pradesh","Summer","","1.20","1.38","3.01","","","0.95","1.12","2.91","","","791.00","811.00","967.00",""
"Total Pulses","Uttar Pradesh","Total","24.29","27.56","30.43","23.41","6.48","26.20","28.43","31.15","26.31","5.36","1078.00","1031.00","1024.00","1124.00","827.00"
"Total Pulses","Uttarakhand","Kharif","0.43","0.41","0.39","0.39","0.39","0.50","0.42","0.39","0.40","0.36","1159.00","1026.00","990.00","1018.00","929.00"
"Total Pulses","Uttarakhand","Rabi","0.16","0.21","0.16","0.10","","0.14","0.19","0.13","0.08","","854.00","926.00","831.00","813.00",""
"Total Pulses","Uttarakhand","Summer","","","0.00","0.00","","","","0.00","0.00","","","","1022.00","881.00",""
"Total Pulses","Uttarakhand","Total","0.59","0.62","0.55","0.49","0.39","0.64","0.62","0.52","0.48","0.36","1076.00","992.00","945.00","977.00","929.00"
"Total Pulses","West Bengal","Kharif","0.73","0.73","0.70","0.69","0.49","0.52","0.54","0.53","0.52","0.43","707.00","742.00","754.00","756.00","867.00"
"Total Pulses","West Bengal","Rabi","3.76","3.15","3.09","3.00","","3.38","3.44","3.25","3.13","","900.00","1092.00","1050.00","1043.00",""
"Total Pulses","West Bengal","Summer","","0.69","0.63","0.64","","","0.52","0.56","0.57","","","755.00","880.00","880.00",""
"Total Pulses","West Bengal","Total","4.49","4.57","4.42","4.33","0.49","3.90","4.51","4.33","4.22","0.43","868.00","986.00","979.00","973.00","867.00"
"Total Pulses","Others","Kharif","","","","","0.79","","","","","0.64","","","","","806.00"
"Total Pulses","Others","Total","","","","","0.79","","","","","0.64","","","","","806.00"
"Total Pulses","All India","Kharif","141.19","120.95","116.25","116.06","109.35","82.35","76.21","69.74","77.33","74.13","583.00","630.00","600.00","666.00","678.00"
"Total Pulses","All India","Rabi","166.12","146.33","137.39","134.08","","190.67","163.58","151.97","152.32","","1148.00","1118.00","1106.00","1136.00",""
"Total Pulses","All India","Summer","","21.73","21.41","27.07","","","20.79","20.75","27.18","","","957.00","969.00","1004.00",""
"Total Pulses","All India","Total","307.31","289.01","275.05","277.20","109.35","273.02","260.58","242.46","256.83","74.13","888.00","902.00","881.00","926.00","678.00"
"Total Food Grains","Andaman And Nicobar Islands","Kharif","0.06","0.05","0.05","0.04","","0.13","0.11","0.10","0.09","","2136.00","1998.00","2101.00","2060.00",""
"Total Food Grains","Andaman And Nicobar Islands","Rabi","0.01","0.00","0.01","0.01","","0.00","0.00","0.00","0.00","","407.00","370.00","359.00","378.00",""
"Total Food Grains","Andaman And Nicobar Islands","Total","0.07","0.06","0.05","0.05","","0.14","0.11","0.10","0.09","","1976.00","1938.00","1848.00","1803.00",""
"Total Food Grains","Andhra Pradesh","Kharif","20.23","19.42","18.32","20.54","20.16","49.78","57.48","54.90","60.21","61.45","2461.00","2960.00","2996.00","2931.00","3048.00"
"Total Food Grains","Andhra Pradesh","Rabi","19.87","17.34","14.88","16.55","","60.98","63.93","49.16","56.92","","3069.00","3687.00","3305.00","3439.00",""
"Total Food Grains","Andhra Pradesh","Summer","","0.04","0.03","0.04","","","0.08","0.06","0.09","","","2027.00","2108.00","2241.00",""
"Total Food Grains","Andhra Pradesh","Total","40.10","36.80","33.23","37.13","20.16","110.77","121.49","104.13","117.22","61.45","2762.00","3301.00","3134.00","3157.00","3048.00"
"Total Food Grains","Arunachal Pradesh","Kharif","2.13","2.14","2.15","2.17","","3.52","3.56","3.57","3.60","","1656.00","1660.00","1662.00","1658.00",""
"Total Food Grains","Arunachal Pradesh","Rabi","0.23","0.23","0.23","0.21","","0.36","0.37","0.36","0.33","","1585.00","1618.00","1566.00","1594.00",""
"Total Food Grains","Arunachal Pradesh","Total","2.35","2.37","2.37","2.38","","3.88","3.93","3.92","3.93","","1649.00","1656.00","1653.00","1653.00",""
"Total Food Grains","Assam","Kharif","20.37","20.07","20.32","18.69","19.12","37.16","47.21","46.39","38.86","40.92","1825.00","2352.00","2283.00","2080.00","2140.00"
"Total Food Grains","Assam","Rabi","5.18","1.47","2.11","2.17","","9.61","1.18","4.44","4.86","","1857.00","804.00","2105.00","2240.00",""
"Total Food Grains","Assam","Summer","","3.75","3.95","4.06","","","11.06","11.77","11.61","","","2949.00","2982.00","2858.00",""
"Total Food Grains","Assam","Total","25.55","25.29","26.37","24.92","19.12","46.78","59.45","62.59","55.33","40.92","1831.00","2351.00","2374.00","2221.00","2140.00"
"Total Food Grains","Bihar","Kharif","32.55","30.30","33.08","34.21","34.65","78.55","73.66","83.64","87.59","88.20","2413.00","2431.00","2529.00","2560.00","2546.00"
"Total Food Grains","Bihar","Rabi","31.89","28.56","31.18","30.92","","91.63","96.81","114.80","115.32","","2873.00","3389.00","3682.00","3729.00",""
"Total Food Grains","Bihar","Summer","","3.72","4.00","3.72","","","12.95","13.57","10.82","","","3479.00","3390.00","2911.00",""
"Total Food Grains","Bihar","Total","64.44","62.59","68.26","68.86","34.65","170.18","183.43","212.01","213.73","88.20","2641.00","2931.00","3106.00","3104.00","2546.00"
"Total Food Grains","Chandigarh","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","5240.00","3843.00","4768.00","3596.00",""
